player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Lloyd Murray Jr.,97951,DI,COLORADO,1,0,0,,0,0,143,,52.1,71.3,57.2,55.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,5,2,0,1,0,0,4,4,0,0,0,0,0,0,0,0,
Levelle Bailey,97956,LB,FRESNO ST,6,3,0,78.6,0,1,169,61.0,48.6,83.4,64.0,27.9,39.5,1,3,0,29,27.6,8,1,0,107.1,11,0,113,13,135,262,18,0,0,18,0,0,244,12,115,118,8,18,14,4,0,136,93,12.4
Sam Brooks Jr.,97957,LB,MIAMI FL,10,9,1,62.5,0,0,220,34.1,50.2,82.2,55.4,68.4,61.8,1,3,0,24,16.7,6,1,0,122.9,10,2,295,1,146,346,19,0,0,19,0,2,327,57,143,29,10,21,16,6,2,112,74,11.2
Christian Clayton,97959,DI,UTSA,12,4,0,,0,1,331,61.7,68.9,62.2,64.3,68.9,58.4,2,4,0,,11.1,2,0,1,0.0,0,2,1,0,0,327,325,309,16,0,0,0,2,145,182,0,11,12,0,8,0,0,0,
Richard Kinley,97960,ED,MIDDLE TN,8,5,0,100.0,1,0,224,58.5,63.8,48.2,60.4,67.2,53.7,3,3,0,6,19.2,5,0,1,91.7,1,2,1,2,3,231,227,0,34,169,24,1,4,119,109,0,15,16,1,8,0,6,0,6.0
Adrian Woliver,97961,ED,TOLEDO,6,1,0,,0,0,316,71.2,60.9,81.7,53.9,63.7,78.0,0,2,0,,0.0,0,0,0,0.0,0,0,2,0,2,123,121,0,0,99,22,0,2,78,43,0,2,3,0,2,0,0,0,
Kevin Pointer,97962,DI,LA MONROE,10,6,0,,0,0,209,60.0,70.5,84.1,66.6,69.2,64.0,3,6,0,,7.3,3,0,0,0.0,0,0,0,0,0,392,390,50,314,0,26,0,2,149,243,0,24,32,0,9,0,0,0,
Austin Ertl,97963,DI,MIAMI OH,3,2,1,,0,0,221,,64.2,78.7,56.6,67.0,74.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,110,110,1,109,0,0,0,0,55,55,0,0,2,0,0,0,0,0,
AJ Watkins,97964,ED,GA SOUTHRN,6,1,0,,0,0,174,65.8,78.3,79.5,68.7,74.8,67.9,3,4,0,,27.3,3,0,0,0.0,0,3,0,0,0,127,127,8,20,23,76,0,0,89,38,0,8,7,0,10,0,0,0,
James Ester,97965,DI,N ILLINOIS,6,5,1,,0,0,254,,70.3,82.6,70.9,65.9,78.1,3,6,0,,0.0,0,0,0,0.0,0,1,0,0,0,228,228,30,152,27,19,0,0,115,113,0,5,4,0,10,0,0,0,
Josh Pearcy,97966,ED,RICE,5,5,0,0.0,0,0,275,68.1,66.7,82.1,59.9,65.1,83.9,0,0,1,,0.0,0,0,0,0.0,0,1,15,0,17,105,81,0,0,76,5,0,24,28,60,9,6,6,1,1,0,0,0,
Eric Hicks Jr.,97967,DI,TULANE,12,3,0,,1,0,319,,56.1,41.4,65.7,51.6,38.2,0,7,0,,23.5,4,0,2,0.0,0,1,0,0,0,434,433,46,220,5,162,0,1,205,229,0,7,10,0,8,0,0,0,
Tyrece Woods Jr.,97968,DI,BUFFALO,4,2,0,,0,0,126,59.7,62.2,21.3,65.1,62.3,58.2,0,3,0,,14.3,1,0,1,0.0,0,1,0,0,3,112,112,3,108,0,1,0,0,55,54,0,4,4,0,4,0,0,0,
Anthonie Cooper,97970,ED,ARIZONA ST,4,1,0,,0,0,110,58.7,58.6,82.1,61.2,54.9,25.0,1,9,0,,40.0,2,0,0,0.0,0,0,0,0,2,135,135,0,5,129,1,0,0,80,53,0,2,2,0,10,0,0,0,
Miles Dickens,97971,ED,GA STATE,2,0,0,,0,0,175,,50.7,68.8,56.8,56.6,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,5,4,0,0,1,3,0,1,3,2,0,0,0,0,0,0,0,0,
Wy'Kevious Thomas,97972,DI,S ALABAMA,11,4,0,,0,0,288,,59.7,55.5,57.5,61.3,38.2,0,0,0,,21.1,4,0,1,0.0,0,1,0,0,0,267,267,207,49,2,9,0,0,131,136,0,9,11,0,1,0,0,0,
John Harris,97973,DI,BALL ST,7,0,0,,0,0,117,,65.3,78.4,59.6,70.7,72.4,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,69,69,29,37,0,3,0,0,58,11,0,1,2,0,1,0,0,0,
Demond Taylor Jr.,97974,DI,N ILLINOIS,6,6,2,,0,0,254,,62.7,80.1,59.9,62.5,77.8,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,156,154,9,143,1,1,0,2,67,89,0,4,4,0,0,0,0,0,
Shomari Hayes,97976,DI,N ARIZONA,1,0,0,,0,0,252,,54.2,73.5,56.7,54.9,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,23,23,0,21,0,2,0,0,11,12,0,0,0,0,0,0,0,0,
Jalar Holley,97977,DI,MIAMI FL,7,2,0,,0,0,220,,64.3,78.8,56.2,67.7,74.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,89,89,12,73,0,4,0,0,44,45,0,1,2,0,1,0,0,0,
Malachi Burby,97978,DI,RHODE ISLD,3,1,0,,0,0,274,,54.2,0.0,54.4,61.7,75.4,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,48,48,0,8,0,40,0,0,22,26,0,1,2,0,0,0,0,0,
Eli Pancol,97995,WR,DUKE,1,0,0,,0,0,154,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Keke Burns,98016,WR,SMU,1,0,0,,0,0,287,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Devin Martinez,98032,LB,TEXAS ST,1,0,0,,0,0,314,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Nick Zikuski,98072,DI,BUFFALO,1,0,0,,0,0,126,,60.8,69.0,60.0,60.8,72.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,1,3,0,0,0,0,1,3,0,2,2,0,0,0,0,0,
Tristen Tewes,98099,LB,N ILLINOIS,5,0,0,,0,0,254,60.5,68.0,72.4,,67.3,73.1,0,0,0,,0.0,0,0,0,0.0,0,0,12,0,2,16,4,0,0,4,0,0,12,0,14,0,1,1,0,0,0,0,0,
Desmond Barkley,98114,DI,TROY,2,0,0,,0,0,318,,51.5,0.0,57.0,63.9,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,20,20,6,14,0,0,0,0,14,6,0,0,0,0,0,0,0,0,
Ricky Samuel,98115,DI,JVILLE ST,5,0,0,,0,0,196,,51.7,0.0,61.1,55.8,27.6,0,0,0,,100.0,1,0,1,0.0,0,1,0,0,0,34,34,2,30,0,2,0,0,20,14,0,1,0,0,1,0,0,0,
Jahfari Harvey,98118,ED,MIAMI FL,10,7,0,0.0,0,1,220,57.6,68.1,53.3,65.4,70.9,66.9,3,7,0,,9.5,2,0,0,39.6,0,2,0,0,5,243,242,0,4,235,3,0,1,145,93,0,9,12,1,12,0,0,0,
Jalil Clemons,98119,ED,MEMPHIS,8,2,1,70.0,0,0,218,56.2,61.8,87.9,65.2,60.6,52.9,6,7,0,14,23.1,6,0,0,90.4,7,2,63,6,90,356,260,0,0,260,0,0,96,109,157,27,8,18,10,15,0,72,35,10.3
Richie Hagarty,98121,ED,MIAMI OH,3,0,0,,0,0,221,,65.5,75.2,67.5,57.7,,0,3,0,,,0,0,0,0.0,0,0,0,0,0,29,29,0,6,15,8,0,0,19,10,0,0,0,0,3,0,0,0,
Myles Farmer,98122,S,NEBRASKA,5,2,0,25.0,0,0,238,59.9,53.3,0.0,,50.1,69.6,0,0,2,11,16.7,1,0,2,0.0,1,0,19,1,36,89,4,0,0,4,0,42,85,0,53,23,0,3,4,0,0,11,1,11.0
Daniel Foster,98123,ED,MARSHALL,7,1,0,,0,0,214,55.7,49.1,79.4,53.1,49.6,75.8,0,3,0,,0.0,0,0,0,0.0,0,0,4,0,7,45,39,0,0,38,1,0,6,26,12,2,1,2,0,3,0,0,0,
JT Killen,98125,LB,COAST CAR,8,2,0,50.0,0,0,141,39.5,40.2,72.7,56.4,49.8,43.6,0,0,0,17,22.2,2,0,0,79.2,1,0,50,0,22,50,0,0,0,0,0,0,50,3,25,0,3,5,2,0,0,17,6,17.0
Isaiah Abdullah,98127,LB,TENN MARTN,1,0,0,100.0,0,0,310,64.2,66.0,71.0,,,73.2,0,0,0,5,0.0,0,0,0,85.4,2,0,9,0,9,9,0,0,0,0,0,0,9,0,0,0,1,1,2,0,0,9,15,4.5
Derick Hall,98130,ED,AUBURN,11,1,0,57.1,2,1,115,47.1,64.4,0.0,81.9,56.6,67.7,6,21,0,18,18.2,4,0,4,75.9,4,4,48,1,36,358,307,0,0,290,17,1,51,174,148,1,16,17,7,31,0,44,12,11.0
Zach Edwards,98131,ED,LOUISVILLE,8,0,0,,0,0,210,,33.8,76.5,55.9,28.6,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,57,57,0,2,11,44,0,0,26,31,0,0,0,0,1,0,0,0,
Clayton Coll,98134,LB,BALL ST,8,3,0,100.0,0,0,117,51.4,64.2,78.4,61.5,79.9,85.0,0,1,0,54,0.0,0,0,0,158.3,6,0,84,2,55,112,14,0,0,14,0,3,98,13,44,9,2,8,6,1,2,119,73,19.8
Ramon Puryear,98138,ED,LOUISVILLE,11,3,0,,0,0,210,60.0,57.9,81.8,51.5,62.5,78.8,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,1,284,284,0,13,59,212,0,0,141,142,0,5,5,0,3,0,0,0,
Jaylen Hudson,98141,LB,WAKE,7,0,0,,0,0,339,62.4,68.4,78.2,71.8,64.3,73.1,0,1,0,,0.0,0,0,0,0.0,0,0,12,0,8,40,25,0,0,25,0,0,15,4,28,1,0,1,0,1,0,0,0,
Boone Bonnema,98143,LB,W MICHIGAN,2,0,0,0.0,0,0,347,61.1,56.6,71.1,,54.9,26.8,0,0,0,,50.0,1,0,0,39.6,0,0,8,0,3,10,1,0,0,1,0,0,9,0,7,1,1,1,1,0,0,0,0,
Keivie Rose,98144,DI,LA TECH,10,4,1,,0,0,208,60.0,53.0,63.9,61.9,48.8,71.2,0,3,0,,5.0,1,0,1,0.0,0,0,1,0,0,363,362,222,138,0,2,0,1,160,203,0,9,15,0,3,0,0,0,
Cole Mashburn,98147,ED,MEMPHIS,11,8,0,100.0,0,0,218,67.6,69.1,43.2,68.2,69.3,79.2,3,14,0,13,5.9,2,0,2,90.9,11,1,44,2,114,469,392,0,0,392,0,1,77,176,179,30,16,24,11,18,0,64,62,5.8
Davon Bomar,98149,ED,COAST CAR,5,3,0,,0,0,141,,65.4,76.2,57.3,68.7,76.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,0,0,18,25,0,0,22,21,0,2,2,0,1,0,0,0,
Nick Giacolone,98150,LB,NEW MEX ST,1,0,0,85.7,0,0,242,56.7,58.5,76.4,58.4,62.6,40.3,1,1,0,13,25.0,2,0,0,85.7,6,0,48,1,34,57,1,0,0,1,0,0,56,8,15,7,3,6,7,2,0,32,17,5.3
Ricky Barber,98154,DI,W KENTUCKY,12,11,0,,0,0,346,60.5,80.2,52.4,71.7,82.0,86.1,3,19,0,,2.1,1,0,2,0.0,0,5,0,0,1,551,551,93,428,1,29,0,0,272,278,0,30,36,0,27,0,0,0,
Jordan Magee,98155,LB,TEMPLE,3,4,0,100.0,0,0,306,77.0,63.1,81.6,54.7,51.7,40.6,0,2,1,10,27.3,6,0,0,45.8,2,0,38,0,24,104,34,0,0,34,0,0,70,7,73,32,5,12,2,2,0,9,4,4.5
C.J. Bazile,98157,ED,BUFFALO,4,2,0,,0,0,126,60.0,70.3,78.5,65.3,68.6,76.0,2,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,55,55,0,1,47,7,0,0,26,29,0,2,2,0,4,0,0,0,
Shae Suiaunoa,98159,LB,WYOMING,6,4,0,66.7,0,0,351,52.9,56.3,78.4,72.3,56.4,39.7,1,1,0,28,33.3,4,0,0,102.1,2,0,52,0,25,72,11,0,0,11,0,0,61,4,43,9,2,4,3,2,0,32,39,16.0
Elijah Alston,98162,ED,MARSHALL,5,3,0,,0,0,214,,65.6,4.1,63.1,70.8,77.6,2,4,0,,20.0,1,0,1,0.0,0,2,0,0,0,67,67,0,0,57,10,0,0,45,22,0,2,1,0,8,0,0,0,
Jalen Graham,98165,S,PURDUE,5,5,0,100.0,0,0,273,59.9,54.0,0.0,52.4,54.8,44.4,2,0,0,40,23.8,5,0,3,118.8,9,0,90,3,128,328,90,0,0,90,0,4,238,29,171,141,6,11,9,2,0,123,90,13.7
Travion Brown,98170,LB,WASH STATE,2,1,0,50.0,0,0,341,76.7,75.2,73.7,63.0,59.8,80.7,0,1,0,3,0.0,0,0,0,56.3,1,0,23,0,16,31,3,0,0,3,0,0,28,1,14,5,3,4,2,1,0,3,0,3.0
DeWayne Carter,98175,DI,DUKE,11,4,0,,0,1,154,,63.9,28.5,62.4,66.2,45.0,0,7,0,,23.5,4,0,1,0.0,0,2,1,0,0,301,300,51,237,0,12,0,1,144,157,0,9,9,0,9,0,0,0,
Savion Jackson,98177,ED,NC STATE,12,9,0,,1,0,248,60.5,49.7,23.5,51.1,53.9,66.3,0,8,0,,12.0,3,0,3,0.0,0,1,1,0,2,414,413,0,24,122,267,0,1,210,202,0,10,13,0,9,0,0,0,
Jaylen Pate,98178,ED,WYOMING,6,6,0,100.0,0,0,351,60.9,57.5,83.8,57.3,56.1,79.2,2,4,0,5,0.0,0,0,0,87.5,1,0,0,0,4,191,191,0,0,186,5,0,0,91,96,0,1,1,1,6,0,5,3,5.0
Omar Darame,98179,ED,NEW MEXICO,3,2,0,100.0,0,0,241,59.0,59.0,77.7,50.9,71.6,40.1,0,1,0,-2,33.3,1,0,0,79.2,1,0,0,0,1,61,61,1,18,23,19,0,0,36,24,0,0,0,1,1,0,-2,4,-2.0
Kevin Penn,98180,DI,UAB,2,0,0,,0,0,321,,57.8,73.4,65.2,54.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,13,13,7,6,0,0,0,0,6,7,0,0,0,0,1,0,0,0,
Kyron Mims,98182,DI,BALL ST,7,0,0,,0,0,117,,45.3,78.9,59.4,35.3,51.6,1,0,0,,25.0,1,0,0,0.0,0,1,0,0,0,113,113,3,89,2,19,0,0,70,43,0,3,3,0,2,0,0,0,
Deshon Hall,98183,ED,LA TECH,10,5,0,,0,0,208,68.5,67.4,67.4,54.8,74.4,71.1,3,8,1,,8.0,2,0,1,0.0,0,2,23,0,4,462,439,2,36,280,121,0,23,225,233,0,16,18,0,13,0,0,0,
Kyle Bryant,98184,DI,MIAMI OH,3,0,0,,0,0,221,,40.1,76.3,61.2,29.8,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,53,53,0,52,0,1,0,0,28,25,0,0,0,0,2,0,0,0,
Seth Mason,98185,ED,LA MONROE,10,4,0,100.0,0,0,209,56.4,47.6,62.3,52.0,47.2,37.1,1,3,0,7,25.0,8,0,0,79.2,2,0,0,0,4,334,332,0,3,318,11,0,2,124,206,0,11,20,2,4,0,6,11,3.0
Jason Gold Jr.,98186,DI,NWESTERN,1,0,0,,0,0,256,,62.2,70.7,57.4,63.3,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,1,8,0,0,0,0,5,4,0,1,1,0,0,0,0,0,
Ireland Burke,98187,DI,RUTGERS,5,0,0,,0,0,278,65.9,63.4,79.9,56.4,61.7,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,49,49,34,15,0,0,0,0,21,28,0,2,3,0,0,0,0,0,
Kennedy Roberts,98188,DI,COAST CAR,11,1,0,,0,0,141,60.0,52.3,78.9,65.6,42.0,76.5,1,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,115,115,9,69,1,36,0,0,66,49,0,3,5,0,3,0,0,0,
Kobe Hilton,98191,DI,MIAMI OH,1,0,0,,0,0,221,,52.6,69.5,59.7,55.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,
Immanuel Hickman,98192,ED,E CAROLINA,8,7,0,,0,0,156,,56.2,49.3,51.6,61.9,66.9,1,5,0,,6.3,1,0,1,0.0,0,0,0,0,0,229,229,0,18,156,55,0,0,121,108,0,5,8,0,6,0,0,0,
Quindarius Dunnigan,98193,ED,MIDDLE TN,8,3,0,,0,0,224,,60.3,80.9,56.4,61.7,49.9,0,2,0,,14.3,1,0,0,0.0,0,0,0,0,0,103,103,0,7,78,18,0,0,43,60,0,2,3,0,2,0,0,0,
Griffin Davies,98194,ED,OHIO,1,0,0,,0,0,259,,67.8,71.6,60.0,66.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,0,7,1,0,0,1,7,0,0,0,0,0,0,0,0,
Adrian Bickham,98195,ED,RICE,3,0,0,,0,0,275,60.0,58.1,74.5,61.2,55.9,76.2,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,13,12,0,0,12,0,0,1,8,4,1,0,1,0,2,0,0,0,
Anthony Collier,98197,DI,MIAMI OH,3,3,0,,0,0,221,59.3,56.5,17.0,57.4,60.5,74.8,0,2,0,,0.0,0,0,1,0.0,0,0,0,0,1,101,101,1,100,0,0,0,0,44,56,0,1,1,0,2,0,0,0,
Darrell Harding Jr.,98211,WR,DUKE,1,0,0,,0,0,154,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Garrett Shrader,98212,WR,MISS STATE,1,0,0,,0,0,227,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jack Sherwin,98226,DI,W MICHIGAN,1,0,0,,0,0,347,,60.4,66.3,59.9,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
DeVon Reaves,98227,ED,TROY,9,1,0,,0,0,318,,48.7,45.2,52.3,49.9,59.1,0,2,0,,11.1,1,0,1,0.0,0,1,0,0,0,203,203,0,3,156,44,0,0,92,111,0,6,7,0,3,0,0,0,
Derek Stingley Jr.,98253,CB,LSU,7,3,0,46.7,0,1,211,71.7,72.1,84.0,60.0,66.9,69.4,0,1,0,28,12.5,4,5,1,74.7,14,0,22,362,213,429,2,0,0,2,0,4,427,0,216,37,6,25,30,1,1,163,50,11.6
Thomas Sio,98274,DI,OREGON ST,1,0,0,,0,0,265,,60.2,65.0,59.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,
MarShawn Foster,98297,S,W MICHIGAN,1,0,0,,0,0,347,61.2,61.9,68.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,2,7,0,0,0,0,0,2,7,0,5,2,0,0,0,0,0,0,0,
Mataio Soli,98306,ED,ARKANSAS,8,2,0,,0,0,111,,63.0,82.3,60.9,62.6,20.6,2,7,0,,50.0,3,0,0,0.0,0,0,0,0,0,213,213,0,3,104,106,0,0,129,84,0,1,1,0,9,0,0,0,
Steven Parker,98308,ED,KANSAS,9,7,0,100.0,2,0,198,53.1,49.1,0.0,59.3,50.8,68.9,2,4,0,18,7.1,2,0,4,133.8,9,0,14,1,67,305,245,0,0,245,0,0,60,72,166,45,9,19,9,6,1,65,48,7.2
Shamar McCollum,98309,ED,WAKE,6,2,0,100.0,0,0,339,57.9,49.0,31.8,54.6,49.4,39.6,1,2,0,15,25.0,2,0,1,110.4,2,0,2,0,18,141,139,7,9,115,8,0,2,69,54,0,1,4,2,3,0,21,4,10.5
Nathan Pickering,98311,DI,MISS STATE,5,6,0,,0,0,227,60.0,66.8,80.7,71.6,59.3,61.7,2,2,0,,15.4,2,0,0,0.0,0,3,1,0,0,134,133,51,82,0,0,0,1,75,59,0,6,5,0,7,0,0,0,
Colby Wooden,98312,ED,AUBURN,11,12,1,,0,1,115,75.6,68.6,87.3,69.0,61.3,58.0,3,17,0,,18.4,7,0,0,0.0,0,4,2,0,2,573,570,0,96,321,153,0,3,312,259,0,19,19,0,24,0,0,0,
Sylvain Yondjouen,98313,ED,GA TECH,3,3,0,,0,0,176,60.0,75.5,79.6,64.7,77.8,78.4,2,4,0,,0.0,0,0,0,0.0,0,0,1,0,0,93,92,0,1,60,31,0,1,46,47,0,3,3,0,6,0,0,0,
David Ugwoegbu,98314,LB,OKLAHOMA,11,5,1,78.6,0,0,261,67.1,68.1,79.7,80.0,61.6,67.7,7,3,1,15,16.2,6,0,0,63.7,11,2,320,3,218,375,18,0,0,18,0,0,357,31,126,34,15,26,14,12,0,90,68,8.2
Nate White,98316,ED,FIU,2,1,0,,0,0,166,60.0,73.1,0.0,79.5,67.3,76.5,1,6,0,,0.0,0,0,1,0.0,0,0,0,0,0,40,40,0,0,39,1,0,0,22,18,0,1,3,0,7,0,0,0,
Joshua Harris,98317,DI,NC STATE,4,0,0,,0,0,248,,55.0,76.3,57.9,54.9,72.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,26,1,0,0,0,0,6,21,0,1,2,0,1,0,0,0,
Alex Wright,98318,ED,UAB,8,5,2,,0,0,321,50.4,78.8,86.3,83.0,68.9,75.3,0,21,0,,16.0,4,0,0,0.0,0,1,1,0,3,295,294,0,22,213,59,0,1,170,122,0,13,16,0,22,0,0,0,
George Karlaftis,98319,ED,PURDUE,3,1,0,,0,0,273,,59.2,80.9,73.6,44.2,39.6,4,2,0,,33.3,1,0,0,0.0,0,2,0,0,0,148,148,0,12,70,66,0,0,70,78,0,3,1,0,8,0,0,0,
Will Smart,98321,DI,WAKE,4,1,0,,0,0,339,,68.8,76.8,64.4,67.6,74.6,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,52,52,3,47,1,1,0,0,23,29,0,3,2,0,3,0,0,0,
Tavion Woodard,98322,ED,BALL ST,6,2,1,,0,0,117,,57.8,79.7,62.6,52.6,75.0,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,101,101,0,18,61,22,0,0,58,43,0,1,1,0,4,0,0,0,
Casey Kline,98325,ED,BOISE ST,5,1,0,,0,0,120,43.2,49.2,77.0,55.2,59.4,25.6,0,0,0,,50.0,1,0,0,0.0,0,0,4,0,6,28,24,0,0,24,0,0,4,6,16,0,0,0,0,0,0,0,0,
Mykol Clark,98326,ED,LA TECH,10,2,0,100.0,0,0,208,61.7,57.1,84.6,59.9,53.3,73.0,1,5,0,8,10.0,1,0,0,100.0,1,1,10,0,12,201,186,0,4,147,35,0,15,73,116,5,7,7,1,7,0,8,5,8.0
Siaki Ika,98328,DI,LSU,3,0,0,,0,0,211,,73.8,78.2,75.9,64.8,73.0,3,1,0,,25.0,1,0,0,0.0,0,1,0,0,0,75,75,7,68,0,0,0,0,47,28,0,4,3,0,5,0,0,0,
Jared Harrison-Hunte,98331,DI,MIAMI FL,8,9,0,,0,1,220,60.0,66.5,52.4,71.0,61.2,75.9,1,10,0,,4.0,1,0,1,0.0,0,3,0,0,0,264,264,50,204,1,9,0,0,154,110,0,15,15,0,14,0,0,0,
Darius Alexander,98333,DI,TOLEDO,6,1,0,,0,0,316,,47.5,78.4,52.9,46.4,75.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,102,102,12,54,2,34,0,0,49,53,0,4,4,0,0,0,0,0,
Jason Blissett Jr.,98339,DI,MIAMI FL,9,2,0,,0,0,220,63.6,72.0,79.0,63.8,68.6,75.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,81,81,12,69,0,0,0,0,39,42,0,3,3,0,0,0,0,0,
Isaiah Chaney,98340,ED,WAKE,6,1,0,,0,0,339,61.2,55.8,79.8,56.3,53.3,58.6,0,2,0,,16.7,1,0,0,0.0,0,0,0,0,0,80,80,0,4,66,10,0,0,39,41,0,2,4,0,2,0,0,0,
DeVonne Harris,98341,ED,WYOMING,5,0,0,,0,0,351,55.3,74.0,81.5,67.7,76.9,79.4,3,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,99,98,0,0,94,4,0,1,43,55,0,4,8,0,4,0,0,0,
R.J. Oben,98342,ED,DUKE,9,0,0,,0,0,154,68.2,44.1,4.1,48.6,42.2,26.5,0,1,0,,66.7,2,0,1,0.0,0,0,1,0,1,67,66,0,0,63,3,0,1,22,44,0,1,1,0,1,0,0,0,
Marshawn Kneeland,98344,ED,W MICHIGAN,5,1,1,100.0,0,0,347,73.5,73.8,82.3,68.2,68.2,59.9,0,9,0,1,16.7,3,0,0,79.2,1,4,5,0,3,166,161,2,1,120,38,0,5,91,72,0,12,14,1,13,0,1,3,1.0
DaJon Terry,98345,DI,KANSAS,8,5,0,,0,0,198,60.0,66.9,55.8,61.0,69.2,72.6,0,1,0,,5.9,1,0,1,0.0,0,2,0,0,0,261,261,247,14,0,0,0,0,117,144,0,10,11,0,3,0,0,0,
David Reynolds,98347,ED,FIU,1,0,0,,0,0,166,,56.3,74.4,53.5,60.7,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,17,17,0,0,17,0,0,0,9,8,0,0,0,0,1,0,0,0,
Jordan Bertagnole,98348,DI,WYOMING,6,4,0,,0,0,351,60.0,59.8,83.3,57.9,59.5,82.1,2,2,0,,0.0,0,0,0,0.0,0,3,0,0,0,331,330,2,299,12,17,0,1,164,167,0,15,16,0,7,0,0,0,
Caleb Oppan,98349,ED,DUKE,9,2,0,,0,0,154,,60.3,78.1,64.3,57.4,77.7,0,0,0,,0.0,0,0,0,0.0,0,1,1,0,0,47,46,0,0,46,0,0,1,11,36,0,3,2,0,1,0,0,0,
Duke Olges,98350,ED,NWESTERN,6,0,0,,0,0,256,,43.4,74.9,54.3,41.6,18.4,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,29,29,1,10,8,10,0,0,19,10,0,0,0,0,0,0,0,0,
Trey Knox,98359,WR,ARKANSAS,1,0,0,,1,0,111,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Cameron Williams,98438,ED,MIAMI FL,11,4,1,,0,0,220,68.9,60.9,48.3,61.9,57.3,63.3,2,5,0,,8.3,1,0,1,0.0,0,0,0,0,5,205,205,0,1,202,2,0,0,113,87,0,4,7,0,7,0,0,0,
Deshawn Holt,98439,ED,MARYLAND,5,1,1,,0,0,215,60.5,49.9,84.6,55.4,45.7,43.2,0,2,0,,20.0,2,0,0,0.0,0,0,7,0,1,207,200,0,3,187,10,0,7,95,111,0,5,7,0,2,0,0,0,
